text,label
Why aren't you helping [PERSON] with my surprise birthday party ?,surprise
What are the chances of finding that ?,surprise
She killed her husband same as if she shot him .,fear
"Help me , please ! - Get him off me !",fear
It forces me to beg as a beggar .,sadness
"You , who can keep neither your eyes nor your nose or your person where they belong !",disgust
"Oh , pardon me ... Your reverend and holy slime ball .",disgust
It's an investment ?,surprise
"If we do this , we're in trouble .",fear
You're out of your mind . - The prosecutor will explain everything when you see him .,anger
Don't be tricked by his devilish voice !,anger
Women don't belong in the dressing room !,disgust
I have to kill people to live .,sadness
You'll get killed just to give something away .,fear
"Oh , Mammy , this house won't seem the same without [PERSON] .",sadness
You bring him !,anger
She gave you that ?,surprise
"We are looters , we are not murderers .",anger
That's when they start to drift away .,sadness
"As medical officer , I protest to the way he's being treated .",anger
Don't you think it's funny ?,surprise
"Tonight ? No , no . No feathers .",surprise
"I went off because I gained like six pounds ,",sadness
"I'm a three - time loser , [PERSON] .",sadness
"Here , here , here . Oh - la - la .",joy
Altitude ? - Altitude . You want some altitude ?,anger
Something too frightful to utter .,fear
He's going to get us into trouble .,fear
It looks ridiculous with that coat he's got on .,disgust
"For if I'm not physician , how is it I know that you're a dying man ?",anger
"We don't want advantages , and we don't want prejudices .",anger
Nothing but talk .,disgust
Havin' the best and wearing ' the best .,joy
"Don't ever try to come in between , you smart - eyed slob .",disgust
"Just when I think you're dead , you always come back .",surprise
I guess there's this part of me that hopes he doesn't even make it ...,fear
Why you raising ' up a lady's hopes like that ?,anger
Fuck 'em .,anger
Is this a beautiful castle ?,joy
We got nothing to talk about .,anger
No such luck .,sadness
She doesn't know .,sadness
And I can't get started .,anger
And denied .,sadness
I've had the flu .,sadness
You big baby .,disgust
"That's done it , he's gone .",anger
"But you had to wait till now , now when [PERSON]'s dying ... to show me that I could never mean any more to you ... than this Watling woman does to [PERSON] .",sadness
"Sorry , pal .",sadness
But he didn't give a shit .,anger
It wasn't because there weren't women that stirred my blood .,joy
"[PERSON] , do you know what you're saying ?",surprise
"After you've moved into your permanent home , you'll enjoy mechanised servants .",joy
"It has been such a tremendous excitement for me , this visit .",joy
"My sort of coming of age , which was hard ...",sadness
The circuit is overloaded . It's your bloody exercise machine . It's not my stair stepper .,anger
Leave it !,anger
Did the Lord say : His Pa is a sinner and not meant to be happy ?  - No .,anger
Good morning .,joy
And if you don't understand plain English ... maybe there's something else you will understand .,disgust
There's nothing we can do about it .,fear
I was lucky enough to be a guest .,joy
"Look , a fist !",surprise
Simply no use trying .,sadness
"Well , I still want him for that train robbery up at [LOCATION] .",disgust
"If it were our plane , it'd be crashing .",anger
"Then , you have to go .",sadness
And I want [PERSON] and [PERSON] ... dead !,anger
"Even in one of yours , I would have thrown this glass at him .",anger
He polluted their guts with language that shouldn't be inside of no man !,disgust
"Too little , too late .",sadness
And what does he want ?,anger
No doubt the fellow is an impostor .,disgust
"People out there are looting the streets , robbing off hard earners , hard grafters .",disgust
You can't drive and shoot .,anger
"You know , you're expecting too much from that formula of B - 4 , Mr Oxly .",anger
I'm leaving .,sadness
Tell everybody what I think about them ?,fear
"Wait , and you never went to the cops after all these years .",surprise
"Right , because it's a long shot . You could never love me back .",sadness
I wan na know whose idea it was to have children .,disgust
This presumptuous little flirtation is over .,disgust
I must have been crazy .,surprise
It affects her every day .,sadness
"Well ... L - l - listen ! Don't say anything to [PERSON] about this , all right ?",fear
You bet !,joy
"You fooled this young whippersnapper , but you didn't fool nobody else !",disgust
What about him ?,surprise
You'll see what man's carved out for himself after centuries of fighting for something better than jungle law .,joy
They murder everything that moves .,fear
Here's to bigger and better dopes .,joy
Here are the keys !,surprise
You look fabulous .,joy
"Come on , it'll do your heart good .",joy
I don't dance well .,sadness
"If that's all what we all thinking , why isn't someone just come right out and say it ?",surprise
No more questions .,anger
That's a foolish article of yours .,disgust
I want you to know that I hate your fucking guts .,disgust
"The things are walking fast , my friend . Perhaps fast too much .",surprise
Wipe that fucking smile off your face !,disgust
It's very good .,joy
"Come on , damn it !",anger
The Voice played a role in [LOCATION] [LOCATION]'s journalism that was unequaled .,joy
My vampire's in convulsions .,fear
"She was the beautiful [PERSON] , you know .",joy
"Not so bad , but there's dirty weather ahead .",fear
You're comfortable .,joy
He tried to limit the scope of the fingerprint search to exclude his own .,surprise
"Woman , go on about your business .",disgust
Sweetest little guy .,joy
Those two lovebirds next door driving you nuts ?,disgust
She must've struck something .,joy
Headless corpses .,disgust
That's why it's a good idea to get boys out of the crowded cities for a couple of months of the year .,joy
So we might as well have a good time .,joy
"Oh , it's a sad day for all of us .",sadness
"Okay ? What ? bucks , that was really good .",joy
Must have been watching out that window for hours .,surprise
You've got to be realistic .,anger
"Madam President , people will die .",fear
I didn't even recognize her .,surprise
My own husband was killed in this last war .,sadness
You couldn't have timed it better .,joy
"About [LOCATION] , I don't think this is really the best time .",sadness
I hate this whole thing .,anger
"Can't be done , not with this equipment .",sadness
I want my passport back .,anger
There's no reason for me to be here .,sadness
I know you like the way I feel .,joy
Fantasia will be forgotten .,sadness
I am through being a go - between for you and your dream girl .,anger
I won't let it happen .,anger
I've had a very trying evening .,sadness
This dying sticks in my mind and makes me poor company .,sadness
"He's a thief , he stole something from me !",anger
OK . All right . You win .,anger
"Have they moved the embassy , or are you hijacking me ?",anger
I think that about covers it for now .,joy
Don't think my Pa was a pervert then .,anger
I was dreadful .,sadness
We've really got ta make tracks or we're dead ! C'mon !,fear
You're a killer !,disgust
"After all , I had caused the girl considerable discomfort .",sadness
This truck was coming right at me .,anger
"A few years ago , you was a truck driver .",surprise
Could you guys shut up in there ?,anger
By what right do you question me ?,anger
How'd you like to have [PERSON] for a mother ? Or [PERSON] ?,joy
... Primitive,disgust
"[PERSON] , what's the most recent communication we've received ?",fear
Isn't that extraordinary ?,joy
But I'm not sure anything else makes sense right now .,fear
I wish I were free tonight .,sadness
Look at that shit .,disgust
Bastard .,anger
"Anyways , no good no more , Kid .",sadness
"Stay away from her , you wife beater !",disgust
Let's change the subject .,anger
One man muzzling a whole state ?,surprise
"Well , Dad , here's a hint .",anger
"Don't leave me here , please !",fear
You still workin' on that deal ?,surprise
Just after she stopped seeing me .,sadness
When a man like Senator [PERSON] gets up and swears that I've been robbing kids of nickels and dimes .,fear
I hate when you do that .,anger
His plane could be late !,fear
How did you find that out ?,surprise
"It's as if ordinary human beings , living ordinary lives , had suddenly vanished from the [LOCATION] , and the world was suddenly full of butterflies shaped like people .",surprise
I'm so afraid for you .,fear
All I ever do is try to please you,sadness
Well done !,joy
That's when mine broke up .,sadness
"If they track you down , it wouldn't be our doing .",fear
Press down on her !,anger
♪ The colors of the rainbow ♪,joy
Mistakes can always be corrected,joy
[PERSON] never seemed worried about anything like that .,surprise
"Cody , wait !",fear
"Where'd you get this , exactly ?",surprise
My brothers . sister . and I been moving from town to town Looking for a place to call home .,sadness
He must keep you on overtime .,fear
I was smart .,joy
And you believe that ?,surprise
