text,labels
"Oh , thank you .",joy|surprise
"Oh , thank you . Yes !",joy
"Oh , that's delicious .",joy
"Oh , that's funny .",joy|surprise
"Oh , that's just great , [PERSON] !",joy
"Oh , there ! Now , I'll just look perfect when I sing my song !",joy
"Oh , very good !",joy
"Oh , very nice .",joy
"Oh , well , that's a splendid idea , Mrs. [PERSON] .",joy
"Oh , what a delightful child .",joy
"Oh , yeah , great !",joy
"Oh , you almost got me .",joy|surprise
"Oh , you little beauty !",joy
"Oh , you make me so hot !",joy
"Oh , you're really a much better dancer .",joy
"Oh , you're the best , [PERSON] .",joy
Oh . ( laughs ),joy
"Okay , we have fruit juice , soda , Mudslides are blending , Or I can make you a daiquiri , if you prefer .",joy
"Okay , you guys , she fell for it .",joy
"Okay , you have fun .",joy
"Okay ? What ? bucks , that was really good .",joy
Okay ? You're gonna check in with me on a nightly basis .,joy|surprise
On the way home we did loop - the - loops so that I could see the moon upside down .,joy
On the weekends we go out and have a ball .,joy
Once you had the look for me of an exquisite lady .,joy
One good thing .,joy
One time he had the whole cast over from some [LOCATION] show .,joy
One two three !,joy
One way to pleasure .,joy
"Only two months ' treatment , and I'm a well man .",joy
"Ooh ! Oh ! In the name of the holy father ,",joy
Our island is peaceful .,joy
Our prayers were answered .,joy
Our ratings have gone up .,joy
Our worries are over .,joy
"Peaceful up here , in't it ?",joy
People who truly loved are likely to love again .,joy
Perfect camouflage .,joy
Perfect for a single man living alone .,joy
Perseus and [PERSON] will be happy together .,joy
"Personally , I think it makes a very lovely transmutation .",joy
"Pick it , boy , pick it !",joy
Play ball ! Yeah .,joy
"Please , can I have a look , please , please , please .",joy
Pleasure meeting you .,joy
Pretty dress .,joy
Pretty fresh .,joy
Pretty good chow .,joy
"Pretty good shooting , young fella .",joy
Pretty sea . Pretty sand .,joy
"Pretty , huh . But I'm perfect .",joy
"Probably I'm prejudiced , but it seems to me that [PERSON] is a pretty cute young lady .",joy
"Produces beef , beer , shoes ... and good times .",joy
Quiet types interest me .,joy
[PERSON] is army from the anus up .,joy
"Rather like a picnic , isn't it ?",joy
[PERSON] talked him out of it .,joy
Read what the critics say ... wonderful !,joy
"Really , I've never been happier .",joy
Recent results are all positive .,joy
Remember how white and fluffy she used to be after I gave her a bath ?,joy
Remember my th birthday party when you lifted your skirt up ...,joy
Remember the night ? The first time I went scrambling with the Rebels .,joy
"Right , that's better , it's closer .",joy
Ringo !,joy
"[PERSON] , the funniest champion ever .",joy
Roll one !,joy
"Room service , good morning .",joy
Running up stairs keeps my legs slim .,joy
Say we'll be happier there than ever .,joy
"Say , I understand those Mexican señoritas are still pretty as ever down there .",joy
"Say , you lovely ladies wouldn't have seen two little mice running around down there , would you ?",joy
"[PERSON] , you're so sweet to worry about [PERSON] like this for me .",joy
"See , that didn't hurt .",joy
Seemed like a nice fellow .,joy
"Senator [PERSON] , I'm pleased you could make it .",joy
"Seriously , she is a woman who loves our great state .",joy
Sex is good for you .,joy
Shangri - la on dope .,joy
She danced like an angel .,joy
She gave me a very beautiful scarf .,joy
She has a lovely time .,joy
She has great elegance .,joy
She has such a beautiful mouth too .,joy
She loved racing .,joy
She loves us very much .,joy
She must've struck something .,joy
She passed her genes down to you in all the right places .,joy
She said she thought it was very thoughtful of me .,joy
She seems nice .,joy
She seems to be feeling a lot better .,joy
She sure makes this old saloon smell nice !,joy
She truly is special .,joy
She was so excited to see her mother .,joy
"She was the beautiful [PERSON] , you know .",joy
"She went straight to the local sheriff , who , fortunately , happened to be a particularly good friend of ours .",joy
She'd come to [LOCATION] to look for her child . I helped her as far as I could .,joy
She's a beautiful tough cookie .,joy
"She's a pretty little thing , isn't she ?",joy
"She's a wonderful wife to me , too .",joy
She's alright . She's better than before .,joy
She's an awful sweet little thing .,joy
She's fantastic .,joy
She's got a great body .,joy
"She's got many men in her life , and they take her to lots of different clubs .",joy
She's turnin' around !,joy|surprise
She's very attractive .,joy
"Shelleen , it was a great plan !",joy
Siegfried dealt the king a mortal blow .,joy|surprise
Silver snow falling on the ship .,joy
"Sing something , [PERSON] . Wonderful idea !",joy
"Sir , I was the best swimmer in my course .",joy
"Sit down and relax , and ... be brilliant .",joy
"Six months or so ago , I fell in love with one of them .",joy
Six straight wins and a whole new rash of penalty minutes .,joy
"So after 129 , hours of being buried alive , at last , freedom seems in sight .",joy
"So anyway , I wan na tell everybody that the flight over was really nice .",joy
"So [PERSON] , make me the drink you made the night [PERSON] was shot .",joy
"So far so good , senor .",joy
"So maybe if I screw you and take you to the opera , then I can be happy . Hey !",joy|surprise
So much fun and imagination .,joy
So no more crimes .,joy
So that at least narrows down where they are right now .,joy
"So warm , so smooth .",joy
So we might as well have a good time .,joy
So welcome to Elysian Fields .,joy
"So , are you on holiday or ... ?",joy|surprise
"So , I guess I was the lucky one .",joy
"So , we have bought a little time to locate [PERSON] .",joy
Somebody must be in good humour .,joy
Something funny happened this morning at the store .,joy
Something that no one's ever done for him before .,joy|sadness
Something ya got for Christmas ?,joy
Sometimes cheap perfume can be very exciting .,joy
Sometimes I think there's almost a chance for us .,joy
Soothing .,joy
Sounds good .,joy
Sounds great . I don't think she's taking us that seriously .,joy
[PERSON] looked cute .,joy
"Spent time making that , you know .",joy
"Spirits soared , women swooned , and gods were created , gentlemen .",joy
"Splendid , thank you , sir .",joy
Splendid .,joy
"[PERSON] , you want a laugh ?",joy
Such a beautiful bride .,joy
Such a truck would be good for picking up girls in [LOCATION] .,joy
"Sure , but that's good , too .",joy
"Sure , everybody would prosper .",joy
"Sure , you're fine , you've got plenty .",joy
Sure !,joy
Surprise !,joy
Sweet !,joy
Sweetest little guy .,joy
"Sweetie , you get the pleasure .",joy
Swell !,joy
Take care !,joy
Taste for fine things .,joy
"Ted , thanks .",joy
Tell the cobbler I am delighted to have it .,joy
Ten million's even better .,joy
"Terrific , great , incredible",joy
Terrific !,joy
Terrific .,joy
Thank God you answered .,joy
Thank God .,joy|surprise
Thank goodness you're all right .,joy|surprise
Thank goodness .,joy
Thank [PERSON] for the nice dinner .,joy
Thank you for a lovely evening .,joy
Thank you for all your help tonight .,joy
"Thank you , Admiral [PERSON] .",joy
"Thank you , Father .",joy
"Thank you , High Priest !",joy
"Thank you , Lord !",joy
"Thank you , Mr. [PERSON] .",joy
Thank you . - You're welcome .,joy
Thank you . Good night .,joy
Thank you . Good - bye .,joy
Thank you . I am still curious,joy|surprise
Thanks a lot .,joy
"Thanks , Dad .",joy
"Thanks , little mate .",joy
"Thanks , Rock .",joy
Thanks . - Thank you . - Both of you .,joy
That does sound nice .,joy
That don't stop me from taking a saintly pleasure when I get a chance .,joy
That I'm going to be okay .,joy
That is a beautiful thing .,joy
That is correct .,joy
That is darling .,joy
That is my greatest and most enduring love .,joy
That is some wonderful horse . - Congratulations .,joy
"That may be , but my wife , she's a very good one .",joy
That might be enough to win this race .,joy
That Miss [PERSON] is about the prettiest girl I ever did see .,joy
That must be good .,joy
That must have been very nice .,joy
That night I got a grip on life again .,joy
That night was the happiest night I ever had .,joy
"That night , we went dancing .",joy
That soda shop was something .,joy
"That sounds swell , [PERSON] .",joy
That very one .,joy
That was a good one .,joy
That was a nice tribute to the guys .,joy
That was fun .,joy
That was good .,joy
That was incredible .,joy
That was lovely .,joy
"That was magical , that [PERSON] stuff .",joy
"That was pretty fancy wrestling , kid .",joy
That was the happiest night he ever had .,joy
That was the hope .,joy
That was wonderful .,joy
That would be just great .,joy
That would only make him less unhappy .,joy
That'll be a good start .,joy
That'll be nice .,joy
That's a beautiful dress .,joy
That's a cute puppy .,joy
That's a good name .,joy
That's a good touch . Have the kid leave .,joy
That's a nice guitar .,joy
That's a nice outfit .,joy
That's a nice souvenir to have .,joy
That's a real nice sound to wake up to .,joy
That's a real woman .,joy
That's a sign you must be pretty happy .,joy
That's better .,joy|surprise
That's cool !,joy|surprise
That's cool .,joy
That's darn cordial of you .,joy|surprise
"That's fabulous , really .",joy|surprise
That's fascinating .,joy
That's good . Seven' fines  ' since we left the match .,joy
"That's great , eh ?",joy
That's how friends roll .,joy
That's it .,joy
That's just what we want him to think .,joy
That's just wonderful !,joy
That's lovely .,joy
That's more like it !,joy
That's more like it .,joy
That's much better .,joy
That's nice .,joy
That's not competitive . That's ambition and talent .,joy|surprise
That's our favourite song .,joy
That's perfect .,joy
That's perfectly all right .,joy
That's pretty flip .,joy
"That's pretty sweet , right ?",joy
That's real fine .,joy
"That's right , home girl ,",joy
That's right .,joy
That's sweet .,joy
"That's the character ! That's the quality I've been looking for ! Now , what you're doing .",joy|surprise
"That's the fairest drink of whiskey you'll ever throw lip over , boy .",joy
That's the kind of stuff I like .,joy
"That's [PERSON]'s , he values that . He won it ! Good !",joy|surprise
That's very funny .,joy
That's very good .,joy
That's very gracious of you .,joy|surprise
"That's very inspirational , [PERSON] .",joy
That's very interesting .,joy
That's very nice .,joy
"That's very rewarding , believe me .",joy
That's very sporting of you .,joy
That's very sweet of you .,joy
That's what makes it so good afterwards .,joy
That's why audiences love me .,joy
That's why I do things ... to feel good .,joy
That's why it's a good idea to get boys out of the crowded cities for a couple of months of the year .,joy
"That's why you have to have faith . If it made sense , it wouldn't have to be a religion , would it ?",joy
"That's wonderful , darling .",joy
That's wonderful !,joy|surprise
That's wonderful .,joy
"The agricultural use is one of the exceptions , fortunately .",joy
The Ambassador too would be delighted .,joy
"The belle from hell Versus the dove from above In a one - soul , anything goes match - up , [PERSON] .",joy
The best in town !,joy
"The boy has loads of charm , Father .",joy
The bride on whom the rain doth fall .,joy
The cobbler who fixed my shoes so beautifully yesterday .,joy
The day is warm and bright,joy
The fashions this spring are very becoming to her .,joy
The fellas are celebrating .,joy
